album_type,total_tracks,external_urls,href,id,images,name,release_date,release_date_precision,type,uri,copyrights,external_ids,genres,label,popularity,artist_id
album,29,{'spotify': 'https://open.spotify.com/album/4Q7cRXio6mF2ImVUCcezPO'},https://api.spotify.com/v1/albums/4Q7cRXio6mF2ImVUCcezPO,4Q7cRXio6mF2ImVUCcezPO,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02e286ee36b4015afa8832356a', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851e286ee36b4015afa8832356a', 'height': 64, 'width': 64}]",For All The Dogs Scary Hours Edition,2023-11-17,day,album,spotify:album:4Q7cRXio6mF2ImVUCcezPO,"[{'text': '© 2023 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'C'}, {'text': '℗ 2023 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'P'}]",{'upc': '00602458922844'},[],OVO/Republic,73,3TVXtAsR1Inumwj472S9r4
album,23,{'spotify': 'https://open.spotify.com/album/4czdORdCWP9umpbhFXK2fW'},https://api.spotify.com/v1/albums/4czdORdCWP9umpbhFXK2fW,4czdORdCWP9umpbhFXK2fW,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e027d384516b23347e92a587ed1', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048517d384516b23347e92a587ed1', 'height': 64, 'width': 64}]",For All The Dogs,2023-10-06,day,album,spotify:album:4czdORdCWP9umpbhFXK2fW,"[{'text': '© 2023 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'C'}, {'text': '℗ 2023 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'P'}]",{'upc': '00602458700169'},[],OVO/Republic,85,3TVXtAsR1Inumwj472S9r4
album,16,{'spotify': 'https://open.spotify.com/album/5MS3MvWHJ3lOZPLiMxzOU6'},https://api.spotify.com/v1/albums/5MS3MvWHJ3lOZPLiMxzOU6,5MS3MvWHJ3lOZPLiMxzOU6,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0202854a7060fccc1a66a4b5ad', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485102854a7060fccc1a66a4b5ad', 'height': 64, 'width': 64}]",Her Loss,2022-11-04,day,album,spotify:album:5MS3MvWHJ3lOZPLiMxzOU6,"[{'text': '© 2022 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc', 'type': 'C'}, {'text': '℗ 2022 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc', 'type': 'P'}]",{'upc': '00602448926197'},[],OVO / Republic Records,82,3TVXtAsR1Inumwj472S9r4
album,14,{'spotify': 'https://open.spotify.com/album/3cf4iSSKd8ffTncbtKljXw'},https://api.spotify.com/v1/albums/3cf4iSSKd8ffTncbtKljXw,3cf4iSSKd8ffTncbtKljXw,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e028dc0d801766a5aa6a33cbe37', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048518dc0d801766a5aa6a33cbe37', 'height': 64, 'width': 64}]","Honestly, Nevermind",2022-06-17,day,album,spotify:album:3cf4iSSKd8ffTncbtKljXw,"[{'text': '© 2022 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc', 'type': 'C'}, {'text': '℗ 2022 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc', 'type': 'P'}]",{'upc': '00602448173379'},[],OVO,79,3TVXtAsR1Inumwj472S9r4
album,21,{'spotify': 'https://open.spotify.com/album/3SpBlxme9WbeQdI9kx7KAV'},https://api.spotify.com/v1/albums/3SpBlxme9WbeQdI9kx7KAV,3SpBlxme9WbeQdI9kx7KAV,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02cd945b4e3de57edd28481a3f', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851cd945b4e3de57edd28481a3f', 'height': 64, 'width': 64}]",Certified Lover Boy,2021-09-03,day,album,spotify:album:3SpBlxme9WbeQdI9kx7KAV,"[{'text': '© 2021 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'C'}, {'text': '℗ 2021 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'P'}]",{'upc': '00602438865918'},[],OVO,85,3TVXtAsR1Inumwj472S9r4
album,14,{'spotify': 'https://open.spotify.com/album/6OQ9gBfg5EXeNAEwGSs6jK'},https://api.spotify.com/v1/albums/6OQ9gBfg5EXeNAEwGSs6jK,6OQ9gBfg5EXeNAEwGSs6jK,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02bba7cfaf7c59ff0898acba1f', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851bba7cfaf7c59ff0898acba1f', 'height': 64, 'width': 64}]",Dark Lane Demo Tapes,2020-05-01,day,album,spotify:album:6OQ9gBfg5EXeNAEwGSs6jK,"[{'text': '© 2020 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'C'}, {'text': '℗ 2020 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'P'}]",{'upc': '00602507197841'},[],OVO,80,3TVXtAsR1Inumwj472S9r4
album,17,{'spotify': 'https://open.spotify.com/album/7dqpveMVcWgbzqYrOdkFTD'},https://api.spotify.com/v1/albums/7dqpveMVcWgbzqYrOdkFTD,7dqpveMVcWgbzqYrOdkFTD,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2739c1e02d4becb7c5bbca01e2a', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e029c1e02d4becb7c5bbca01e2a', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048519c1e02d4becb7c5bbca01e2a', 'height': 64, 'width': 64}]",Care Package,2019-08-02,day,album,spotify:album:7dqpveMVcWgbzqYrOdkFTD,"[{'text': '© 2019 OVO', 'type': 'C'}, {'text': '℗ 2019 OVO', 'type': 'P'}]",{'upc': '00602508183027'},[],OVO,75,3TVXtAsR1Inumwj472S9r4
album,25,{'spotify': 'https://open.spotify.com/album/1ATL5GLyefJaxhQzSPVrLX'},https://api.spotify.com/v1/albums/1ATL5GLyefJaxhQzSPVrLX,1ATL5GLyefJaxhQzSPVrLX,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02f907de96b9a4fbc04accc0d5', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851f907de96b9a4fbc04accc0d5', 'height': 64, 'width': 64}]",Scorpion,2018-06-29,day,album,spotify:album:1ATL5GLyefJaxhQzSPVrLX,"[{'text': '© 2018 Young Money/Cash Money Records', 'type': 'C'}, {'text': '℗ 2018 Young Money/Cash Money Records', 'type': 'P'}]",{'upc': '00602567892434'},[],Cash Money/Drake LP6,84,3TVXtAsR1Inumwj472S9r4
album,22,{'spotify': 'https://open.spotify.com/album/1lXY618HWkwYKJWBRYR4MK'},https://api.spotify.com/v1/albums/1lXY618HWkwYKJWBRYR4MK,1lXY618HWkwYKJWBRYR4MK,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e024f0fd9dad63977146e685700', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048514f0fd9dad63977146e685700', 'height': 64, 'width': 64}]",More Life,2017-03-18,day,album,spotify:album:1lXY618HWkwYKJWBRYR4MK,"[{'text': '© 2017 Young Money Entertainment/Cash Money Records', 'type': 'C'}, {'text': '℗ 2017 Young Money Entertainment/Cash Money Records', 'type': 'P'}]",{'upc': '00602557579406'},[],Cash Money Records/Young Money Ent./Universal Rec.,83,3TVXtAsR1Inumwj472S9r4
album,20,{'spotify': 'https://open.spotify.com/album/40GMAhriYJRO1rsY4YdrZb'},https://api.spotify.com/v1/albums/40GMAhriYJRO1rsY4YdrZb,40GMAhriYJRO1rsY4YdrZb,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e029416ed64daf84936d89e671c', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048519416ed64daf84936d89e671c', 'height': 64, 'width': 64}]",Views,2016-05-06,day,album,spotify:album:40GMAhriYJRO1rsY4YdrZb,"[{'text': '© 2016 Young Money Entertainment/Cash Money Records', 'type': 'C'}, {'text': '℗ 2016 Young Money Entertainment/Cash Money Records', 'type': 'P'}]",{'upc': '00602547943514'},[],Cash Money Records/Young Money Ent./Universal Rec.,86,3TVXtAsR1Inumwj472S9r4
album,11,{'spotify': 'https://open.spotify.com/album/1ozpmkWcCHwsQ4QTnxOOdT'},https://api.spotify.com/v1/albums/1ozpmkWcCHwsQ4QTnxOOdT,1ozpmkWcCHwsQ4QTnxOOdT,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273d6adfbd3f091d6f2b9af6507', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02d6adfbd3f091d6f2b9af6507', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851d6adfbd3f091d6f2b9af6507', 'height': 64, 'width': 64}]",What A Time To Be Alive,2015-09-20,day,album,spotify:album:1ozpmkWcCHwsQ4QTnxOOdT,"[{'text': '© 2015 Cash Money Records Inc.', 'type': 'C'}, {'text': '℗ 2015 Cash Money Records Inc.', 'type': 'P'}]",{'upc': '00602547616685'},[],Cash Money Records Inc.,71,3TVXtAsR1Inumwj472S9r4
album,17,{'spotify': 'https://open.spotify.com/album/0ptlfJfwGTy0Yvrk14JK1I'},https://api.spotify.com/v1/albums/0ptlfJfwGTy0Yvrk14JK1I,0ptlfJfwGTy0Yvrk14JK1I,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2732090f4f6cc406e6d3c306733', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e022090f4f6cc406e6d3c306733', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048512090f4f6cc406e6d3c306733', 'height': 64, 'width': 64}]",If You're Reading This It's Too Late,2015-02-12,day,album,spotify:album:0ptlfJfwGTy0Yvrk14JK1I,"[{'text': '© 2015 Cash Money Records Inc.', 'type': 'C'}, {'text': '℗ 2015 Cash Money Records Inc.', 'type': 'P'}]",{'upc': '00602547261915'},[],Cash Money Records/Young Money Ent./Universal Rec.,76,3TVXtAsR1Inumwj472S9r4
album,16,{'spotify': 'https://open.spotify.com/album/2ZUFSbIkmFkGag000RWOpA'},https://api.spotify.com/v1/albums/2ZUFSbIkmFkGag000RWOpA,2ZUFSbIkmFkGag000RWOpA,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273adfb5909ec66db5fbb4d06c8', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02adfb5909ec66db5fbb4d06c8', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851adfb5909ec66db5fbb4d06c8', 'height': 64, 'width': 64}]",Nothing Was The Same (Deluxe),2013-01-01,day,album,spotify:album:2ZUFSbIkmFkGag000RWOpA,"[{'text': '© 2013 Cash Money Records Inc.', 'type': 'C'}, {'text': '℗ 2013 Cash Money Records Inc.', 'type': 'P'}]",{'upc': '00602537570553'},[],Cash Money Records/Young Money Ent./Universal Rec.,74,3TVXtAsR1Inumwj472S9r4
album,13,{'spotify': 'https://open.spotify.com/album/1XslIirSxfAhhxRdn4Li9t'},https://api.spotify.com/v1/albums/1XslIirSxfAhhxRdn4Li9t,1XslIirSxfAhhxRdn4Li9t,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273a90d170c61fb7d063d47161d', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02a90d170c61fb7d063d47161d', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851a90d170c61fb7d063d47161d', 'height': 64, 'width': 64}]",Nothing Was The Same,2013-01-01,day,album,spotify:album:1XslIirSxfAhhxRdn4Li9t,"[{'text': '© 2013 Cash Money Records Inc.', 'type': 'C'}, {'text': '℗ 2013 Cash Money Records Inc.', 'type': 'P'}]",{'upc': '00602537566679'},[],Cash Money Records/Young Money Ent./Universal Rec.,72,3TVXtAsR1Inumwj472S9r4
album,19,{'spotify': 'https://open.spotify.com/album/6X1x82kppWZmDzlXXK3y3q'},https://api.spotify.com/v1/albums/6X1x82kppWZmDzlXXK3y3q,6X1x82kppWZmDzlXXK3y3q,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02c7ea04a9b455e3f68ef82550', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851c7ea04a9b455e3f68ef82550', 'height': 64, 'width': 64}]",Take Care (Deluxe),2011-11-15,day,album,spotify:album:6X1x82kppWZmDzlXXK3y3q,"[{'text': '© 2012 Cash Money Records Inc.', 'type': 'C'}, {'text': '℗ 2012 Cash Money Records Inc.', 'type': 'P'}]",{'upc': '00602537004669'},[],Cash Money Records/Young Money Ent./Universal Rec.,84,3TVXtAsR1Inumwj472S9r4
album,15,{'spotify': 'https://open.spotify.com/album/6agmeioaDOBupymziJihgB'},https://api.spotify.com/v1/albums/6agmeioaDOBupymziJihgB,6agmeioaDOBupymziJihgB,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27372babba16ea5e3afe690b4f1', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0272babba16ea5e3afe690b4f1', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485172babba16ea5e3afe690b4f1', 'height': 64, 'width': 64}]",Thank Me Later (Int'l Version),2010-01-01,day,album,spotify:album:6agmeioaDOBupymziJihgB,"[{'text': '© 2010 Young Money Entertainment/Cash Money Records', 'type': 'C'}, {'text': '℗ 2010 Young Money Entertainment/Cash Money Records', 'type': 'P'}]",{'upc': '00602527433073'},[],Cash Money Records/Young Money Ent./Universal Rec.,66,3TVXtAsR1Inumwj472S9r4
album,18,{'spotify': 'https://open.spotify.com/album/1LShhEEKRT5MNPcO7jtYHh'},https://api.spotify.com/v1/albums/1LShhEEKRT5MNPcO7jtYHh,1LShhEEKRT5MNPcO7jtYHh,"[{'url': 'https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e0254ef13c30a024a7f1ba79efd', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d0000485154ef13c30a024a7f1ba79efd', 'height': 64, 'width': 64}]",So Far Gone,2009,year,album,spotify:album:1LShhEEKRT5MNPcO7jtYHh,"[{'text': '© 2019 Young Money/Cash Money Records', 'type': 'C'}, {'text': '℗ 2019 Young Money/Cash Money Records', 'type': 'P'}]",{'upc': '00602577520716'},[],Young Money/Cash Money Records,74,3TVXtAsR1Inumwj472S9r4
single,1,{'spotify': 'https://open.spotify.com/album/78NIQe42qKXahAeZAb3w0h'},https://api.spotify.com/v1/albums/78NIQe42qKXahAeZAb3w0h,78NIQe42qKXahAeZAb3w0h,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273cf05fc616cf7e38c0e52b888', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02cf05fc616cf7e38c0e52b888', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851cf05fc616cf7e38c0e52b888', 'height': 64, 'width': 64}]",No Face,2024-08-31,day,album,spotify:album:78NIQe42qKXahAeZAb3w0h,"[{'text': '© 2024 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'C'}, {'text': '℗ 2024 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'P'}]",{'upc': '00602475213055'},[],OVO,73,3TVXtAsR1Inumwj472S9r4
single,3,{'spotify': 'https://open.spotify.com/album/5oT8PMXGWiPlhcl930fkII'},https://api.spotify.com/v1/albums/5oT8PMXGWiPlhcl930fkII,5oT8PMXGWiPlhcl930fkII,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273e955f0f0a0471ace604ecdf6', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02e955f0f0a0471ace604ecdf6', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851e955f0f0a0471ace604ecdf6', 'height': 64, 'width': 64}]",100 GIGS,2024-08-30,day,album,spotify:album:5oT8PMXGWiPlhcl930fkII,"[{'text': '© 2024 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'C'}, {'text': '℗ 2024 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.', 'type': 'P'}]",{'upc': '00602475212874'},[],OVO/Republic,78,3TVXtAsR1Inumwj472S9r4
single,1,{'spotify': 'https://open.spotify.com/album/69eqA59bgh09wQ2MT1AlnL'},https://api.spotify.com/v1/albums/69eqA59bgh09wQ2MT1AlnL,69eqA59bgh09wQ2MT1AlnL,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273c2e28a191c07eb707003cc91', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02c2e28a191c07eb707003cc91', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851c2e28a191c07eb707003cc91', 'height': 64, 'width': 64}]",Sideways,2024-07-26,day,album,spotify:album:69eqA59bgh09wQ2MT1AlnL,"[{'text': '(P) 2024 Ultra Records, LLC', 'type': 'P'}]",{'upc': '196872329438'},[],"Ultra Records, LLC",54,3TVXtAsR1Inumwj472S9r4
album,31,{'spotify': 'https://open.spotify.com/album/5H7ixXZfsNMGbIE5OBSpcb'},https://api.spotify.com/v1/albums/5H7ixXZfsNMGbIE5OBSpcb,5H7ixXZfsNMGbIE5OBSpcb,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e028ecc33f195df6aa257c39eaa', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048518ecc33f195df6aa257c39eaa', 'height': 64, 'width': 64}]",THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,day,album,spotify:album:5H7ixXZfsNMGbIE5OBSpcb,"[{'text': '© 2024 Taylor Swift', 'type': 'C'}, {'text': '℗ 2024 Taylor Swift', 'type': 'P'}]",{'upc': '00602465709247'},[],Taylor Swift,93,06HL4z0CvFAxyc27GXpf02
album,16,{'spotify': 'https://open.spotify.com/album/1Mo4aZ8pdj6L1jx8zSwJnt'},https://api.spotify.com/v1/albums/1Mo4aZ8pdj6L1jx8zSwJnt,1Mo4aZ8pdj6L1jx8zSwJnt,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e025076e4160d018e378f488c33', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048515076e4160d018e378f488c33', 'height': 64, 'width': 64}]",THE TORTURED POETS DEPARTMENT,2024-04-18,day,album,spotify:album:1Mo4aZ8pdj6L1jx8zSwJnt,"[{'text': '© 2024 Taylor Swift', 'type': 'C'}, {'text': '℗ 2024 Taylor Swift', 'type': 'P'}]",{'upc': '00602465599800'},[],Taylor Swift,90,06HL4z0CvFAxyc27GXpf02
album,22,{'spotify': 'https://open.spotify.com/album/1o59UpKw81iHR0HPiSkJR0'},https://api.spotify.com/v1/albums/1o59UpKw81iHR0HPiSkJR0,1o59UpKw81iHR0HPiSkJR0,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273dc2bacae1dca83d26e2b1949', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02dc2bacae1dca83d26e2b1949', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851dc2bacae1dca83d26e2b1949', 'height': 64, 'width': 64}]",1989 (Taylor's Version) [Deluxe],2023-10-27,day,album,spotify:album:1o59UpKw81iHR0HPiSkJR0,"[{'text': '© 2023 Taylor Swift', 'type': 'C'}, {'text': '℗ 2023 Taylor Swift', 'type': 'P'}]",{'upc': '00602458807646'},[],Taylor Swift,78,06HL4z0CvFAxyc27GXpf02
album,21,{'spotify': 'https://open.spotify.com/album/64LU4c1nfjz1t4VnGhagcg'},https://api.spotify.com/v1/albums/64LU4c1nfjz1t4VnGhagcg,64LU4c1nfjz1t4VnGhagcg,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02904445d70d04eb24d6bb79ac', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851904445d70d04eb24d6bb79ac', 'height': 64, 'width': 64}]",1989 (Taylor's Version),2023-10-26,day,album,spotify:album:64LU4c1nfjz1t4VnGhagcg,"[{'text': '© 2023 Taylor Swift', 'type': 'C'}, {'text': '℗ 2023 Taylor Swift', 'type': 'P'}]",{'upc': '00602458698039'},[],Taylor Swift,87,06HL4z0CvFAxyc27GXpf02
album,22,{'spotify': 'https://open.spotify.com/album/5AEDGbliTTfjOB8TSm1sxt'},https://api.spotify.com/v1/albums/5AEDGbliTTfjOB8TSm1sxt,5AEDGbliTTfjOB8TSm1sxt,"[{'url': 'https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e020b04da4f224b51ff86e0a481', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d000048510b04da4f224b51ff86e0a481', 'height': 64, 'width': 64}]",Speak Now (Taylor's Version),2023-07-07,day,album,spotify:album:5AEDGbliTTfjOB8TSm1sxt,"[{'text': '© 2023 Taylor Swift', 'type': 'C'}, {'text': '℗ 2023 Taylor Swift', 'type': 'P'}]",{'upc': '00602458206425'},[],Taylor Swift,85,06HL4z0CvFAxyc27GXpf02
album,23,{'spotify': 'https://open.spotify.com/album/1fnJ7k0bllNfL1kVdNVW1A'},https://api.spotify.com/v1/albums/1fnJ7k0bllNfL1kVdNVW1A,1fnJ7k0bllNfL1kVdNVW1A,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02fa747621a53c8e2cc436dee0', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851fa747621a53c8e2cc436dee0', 'height': 64, 'width': 64}]",Midnights (The Til Dawn Edition),2023-05-26,day,album,spotify:album:1fnJ7k0bllNfL1kVdNVW1A,"[{'text': '© 2023 Taylor Swift', 'type': 'C'}, {'text': '℗ 2023 Taylor Swift', 'type': 'P'}]",{'upc': '00602455890177'},[],Taylor Swift,79,06HL4z0CvFAxyc27GXpf02
album,20,{'spotify': 'https://open.spotify.com/album/3lS1y25WAhcqJDATJK70Mq'},https://api.spotify.com/v1/albums/3lS1y25WAhcqJDATJK70Mq,3lS1y25WAhcqJDATJK70Mq,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02e0b60c608586d88252b8fbc0', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851e0b60c608586d88252b8fbc0', 'height': 64, 'width': 64}]",Midnights (3am Edition),2022-10-22,day,album,spotify:album:3lS1y25WAhcqJDATJK70Mq,"[{'text': '© 2022 Taylor Swift', 'type': 'C'}, {'text': '℗ 2022 Taylor Swift', 'type': 'P'}]",{'upc': '00602448843005'},[],Taylor Swift,78,06HL4z0CvFAxyc27GXpf02
album,13,{'spotify': 'https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3'},https://api.spotify.com/v1/albums/151w1FgRZfnKZA9FEcg9Z3,151w1FgRZfnKZA9FEcg9Z3,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02bb54dde68cd23e2a268ae0f5', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5', 'height': 64, 'width': 64}]",Midnights,2022-10-21,day,album,spotify:album:151w1FgRZfnKZA9FEcg9Z3,"[{'text': '© 2022 Taylor Swift', 'type': 'C'}, {'text': '℗ 2022 Taylor Swift', 'type': 'P'}]",{'upc': '00602448705952'},[],Taylor Swift,86,06HL4z0CvFAxyc27GXpf02
album,30,{'spotify': 'https://open.spotify.com/album/6kZ42qRrzov54LcAk4onW9'},https://api.spotify.com/v1/albums/6kZ42qRrzov54LcAk4onW9,6kZ42qRrzov54LcAk4onW9,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02318443aab3531a0558e79a4d', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851318443aab3531a0558e79a4d', 'height': 64, 'width': 64}]",Red (Taylor's Version),2021-11-12,day,album,spotify:album:6kZ42qRrzov54LcAk4onW9,"[{'text': '© 2021 Taylor Swift', 'type': 'C'}, {'text': '℗ 2021 Taylor Swift', 'type': 'P'}]",{'upc': '00602445187959'},[],Taylor Swift,87,06HL4z0CvFAxyc27GXpf02
album,26,{'spotify': 'https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH'},https://api.spotify.com/v1/albums/4hDok0OAJd57SGIT8xuWJH,4hDok0OAJd57SGIT8xuWJH,"[{'url': 'https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de', 'height': 640, 'width': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02a48964b5d9a3d6968ae3e0de', 'height': 300, 'width': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851a48964b5d9a3d6968ae3e0de', 'height': 64, 'width': 64}]",Fearless (Taylor's Version),2021-04-09,day,album,spotify:album:4hDok0OAJd57SGIT8xuWJH,"[{'text': '© 2021 Taylor Swift', 'type': 'C'}, {'text': '℗ 2021 Taylor Swift', 'type': 'P'}]",{'upc': '00602435839059'},[],Taylor Swift,84,06HL4z0CvFAxyc27GXpf02
